mnID,nmFrameID,TimeStamp,mnGridCols,mnGridRows,KeyPoints,PoseX,PoseY,PoseZ
0,0,1512795974.330300,64,48,1893,0.000000,0.000000,0.000000
18,101,1512795994.838800,64,48,1003,-0.050984,-0.023077,-0.129402
21,107,1512795996.056600,64,48,1001,-0.068054,-0.030925,-0.172597
20,105,1512795995.653100,64,48,1003,-0.064290,-0.028651,-0.163102
23,111,1512795996.871600,64,48,1004,-0.047603,-0.024243,-0.152120
49,154,1512796005.511600,64,48,926,-0.021766,-0.026705,-0.128862
48,153,1512796005.315900,64,48,968,-0.023174,-0.021627,-0.121091
50,156,1512796005.917500,64,48,954,-0.021629,-0.011373,-0.111641
58,172,1512796009.117800,64,48,1000,-0.008382,-0.001609,0.007786
63,180,1512796010.743800,64,48,1002,-0.001726,0.001160,0.016616
64,182,1512796011.143500,64,48,1002,-0.002767,0.001347,0.013417
65,184,1512796011.535000,64,48,1003,-0.004427,0.000085,0.007773
90,234,1512796021.672900,64,48,1002,-0.022312,-0.002493,-0.118532
95,245,1512796023.894900,64,48,1001,-0.024873,-0.025374,-0.152402
100,250,1512796024.910100,64,48,1003,-0.039034,-0.033277,-0.206688
102,252,1512796025.310800,64,48,1002,-0.049591,-0.033812,-0.218940
